denseSize,learningRate,batchSize,tokenizerMaxLen,FGLoss,FGAccuracy,FGPrecision,FGRecall,FGF1Micro,FGF1Macro,CGAccuracy,CGPrecision,CGRecall,CGF1
64,0.0005,32,20,0.6310301423072815,0.7564533948898315,0.7984693646430969,0.7025813460350037,0.7474626302719116,0.6164909601211548,0.8597081930415263,0.8545454545454545,0.7855153203342619,0.8185776487663279
64,0.0005,64,80,0.5492052435874939,0.8103255033493042,0.8325471878051758,0.7923681139945984,0.8119608163833618,0.7069774866104126,0.8911335578002245,0.930921052631579,0.7883008356545961,0.8536953242835597
128,0.0005,64,20,0.6269383430480957,0.7721661329269409,0.7926380634307861,0.7250280380249023,0.7573270797729492,0.6211252808570862,0.8585858585858586,0.8870431893687708,0.7437325905292479,0.8090909090909091
128,1e-05,64,80,0.6821563839912415,0.7317620515823364,0.8313432931900024,0.6251403093338013,0.7136451005935669,0.4623008966445923,0.8496071829405163,0.900355871886121,0.7047353760445683,0.790625
256,5e-05,128,140,0.6011425852775574,0.7699214220046997,0.8191214203834534,0.711560070514679,0.7615615725517273,0.6200253963470459,0.8698092031425365,0.898360655737705,0.7632311977715878,0.8253012048192772
512,1e-05,32,120,0.6267668604850769,0.7609427571296692,0.813829779624939,0.6868686676025391,0.744978666305542,0.5813935995101929,0.8742985409652076,0.9022801302931596,0.7715877437325905,0.8318318318318318
512,0.001,16,20,0.6332659721374512,0.7777777910232544,0.818646252155304,0.7194163799285889,0.765830397605896,0.6356769800186157,0.8709315375982043,0.8961038961038961,0.7688022284122563,0.8275862068965517
512,0.0005,64,80,0.5921467542648315,0.7946127653121948,0.8127208352088928,0.7744107842445374,0.7931034564971924,0.6779261827468872,0.8866442199775533,0.9082278481012658,0.7994428969359332,0.8503703703703703
128,5e-05,16,140,0.5673356652259827,0.7789000868797302,0.8170580863952637,0.7418630719184875,0.777647078037262,0.6473646759986877,0.8821548821548821,0.896875,0.7994428969359332,0.845360824742268
256,5e-05,128,40,0.6441681385040283,0.747474730014801,0.8255318999290466,0.6531986594200134,0.7293232679367065,0.5201677680015564,0.8473625140291807,0.9054545454545454,0.6935933147632312,0.7854889589905362
128,0.0005,16,140,0.5393205285072327,0.7979797720909119,0.8321167826652527,0.7676767706871033,0.7985990047454834,0.6754508018493652,0.8866442199775533,0.8685714285714285,0.8467966573816156,0.8575458392101553
128,0.001,16,20,0.6162312030792236,0.7811447978019714,0.8162500262260437,0.732884407043457,0.7723240256309509,0.6351172924041748,0.8630751964085297,0.8963210702341137,0.7465181058495822,0.8145896656534954
