denseSize,learningRate,batchSize,tokenizerMaxLen,FGLoss,FGAccuracy,FGPrecision,FGRecall,FGF1Micro,FGF1Macro,CGAccuracy,CGPrecision,CGRecall,CGF1
512,0.0005,128,15,0.6823451519012451,0.747474730014801,0.7899370789527893,0.7048260569572449,0.7449584603309631,0.5076372623443604,0.8271604938271605,0.8295819935691319,0.7186629526462396,0.7701492537313434
128,0.0005,16,25,0.5346352458000183,0.8069584965705872,0.8391777276992798,0.7789000868797302,0.8079162240028381,0.6678354144096375,0.8641975308641975,0.8838709677419355,0.7632311977715878,0.8191330343796712
64,0.001,64,35,0.5879693627357483,0.7789000868797302,0.8130381107330322,0.7418630719184875,0.7758216261863708,0.5346254706382751,0.8597081930415263,0.865625,0.7715877437325905,0.8159057437407953
64,1e-05,32,30,0.8087732195854187,0.6969696879386902,0.8013029098510742,0.5521885752677917,0.6538205742835999,0.24673721194267273,0.7777777777777778,0.9497206703910615,0.4735376044568245,0.6319702602230484
512,5e-05,128,30,0.6188235282897949,0.7699214220046997,0.8189986944198608,0.7160493731498718,0.7640718221664429,0.5118653774261475,0.8473625140291807,0.899641577060932,0.6991643454038997,0.786833855799373
512,0.0005,16,25,0.5827212929725647,0.7766554355621338,0.818411111831665,0.7283950448036194,0.7707839012145996,0.5222630500793457,0.8462401795735129,0.8881118881118881,0.7075208913649025,0.7875968992248061
128,1e-05,64,30,0.8901814222335815,0.6386082768440247,0.7588871717453003,0.5510662198066711,0.6384915113449097,0.20822730660438538,0.6778900112233446,0.9615384615384616,0.20891364902506965,0.34324942791762014
128,0.0005,16,25,0.5700421333312988,0.7957351207733154,0.8201438784599304,0.7676767706871033,0.7930434942245483,0.6304923295974731,0.8742985409652076,0.8945686900958466,0.7799442896935933,0.8333333333333334
512,5e-05,64,30,0.6081861257553101,0.7878788113594055,0.8202247023582458,0.7373737096786499,0.7765957713127136,0.5394025444984436,0.8641975308641975,0.9047619047619048,0.7409470752089137,0.8147013782542114
128,0.0005,32,30,0.5410067439079285,0.8002244830131531,0.826714813709259,0.7710437774658203,0.7979094386100769,0.5914658308029175,0.8742985409652076,0.9243986254295533,0.7493036211699164,0.8276923076923077
128,0.0005,32,25,0.5603041648864746,0.804713785648346,0.8292383551597595,0.7575757503509521,0.7917888164520264,0.5544021129608154,0.8608305274971941,0.9368029739776952,0.7019498607242339,0.8025477707006369
