sender,no_reacts,text,label
$USER0037,2,Criminali económici sā plateascā!,OTHER
$USER0038,0,3ste adevarul gol golut !,OTHER
$USER0039,5,ASASINI ECONOMICI !!,OTHER
$USER0038,0,In acea perioada a zguduit Iasul din temelii !,OTHER
$USER0040,0,Doamne ajuta să fie bine la toatà Lumia. Dumnezeu sà và binecuvinteze Doamnà Dieana.,OTHER
$USER0041,0,Mittal a făcut la fel peste tot în România,OTHER
$USER0042,2,"Si in Italia ,MITALUL a facut numai afaceri murdare! A inchis si là Taranto fabrica . Au facut-o bucati si au vandut-o germanilor",OTHER
$USER0043,2,"MArs ,maaa tarane psihopat!",ABUSE
$USER0039,2,Sofer ....Seful curtii de conturi DE RASUL CURCILOR,OTHER
$USER0044,0,"Giovanna Udrea nu cred ca se poate asa ceva,acele tv care sunt obligate mai bine sa inchida tv daca au coloana.Tata mafiota!",INSULT
$USER0045,0,Servicii incluse,OTHER
$USER0046,0,"Trist,,,, dar adevărat",OTHER
$USER0047,0,Un șofer președinte de conturi strigator la cer,OTHER
$USER0048,0,"Bravo Diana ,pentru curajul tau !",OTHER
$USER0049,3,"Jeg Constantinescu,mare jeg!",ABUSE
$USER0045,2,Ceaușescu a fost omorât în ziua de Crăciun dece?,OTHER
$USER0050,2,"Doamne lisuse Hristoase miluiește pe dmna Diana si pazeșteo de tot răul! Doamne ado pe dmna Diana Șoșoacă în fruntea țării,avem nevoie de ea,de dragoste,iubire,unire a acestui popor!",OTHER
$USER0045,2,Nu le place de Isus Hristos,OTHER
$USER0051,2,Asta vor sa faca si acum. Atentie marita!,OTHER
$USER0052,3,Vai capu tau..ieși..,INSULT
$USER0053,4,Multumim mult!! Sîntem norocoși că vă avem!!! Felicitări!!!,OTHER
$USER0054,0,Criminali am fost și de Crăciun.Toata lumea S-a bucurat de o crima,OTHER
$USER0055,0,Doamne nu am cuvinte sa mă exprim,OTHER
$USER0056,0,Poporul doarme și nu iese odată în strada,OTHER
$USER0057,4,"Ce cauți aici pe pagina ei să caști gura aici ? Hai,valea...",INSULT
$USER0058,0,Jos criminalii...dece nu plătesc toți criminalii ?,OTHER
$USER0049,0,"Noi suntem buni,pasnici...",OTHER
$USER0059,2,Noua ordine mondiala,OTHER
$USER0060,4,Stefan Asavinei mare dobitoc mai ești,INSULT
$USER0061,0,John Proud Armata.,OTHER
$USER0052,0,Cune stie ce me mai pregatesc???,OTHER
$USER0062,0,Sarut mîna doamna Senator Diana Iovanovic !!! Mult mi-aş dori să vă vad presedinte în R.Moldova !!,OTHER
$USER0063,6,Tot Costantinescu a dat si insula serpilor,OTHER
$USER0051,0,Poprul nu a stiut si daca ar fi stiut ce ar fi putut sa faca???!!!,OTHER
$USER0064,2,Sănătate d-na Diana și putere să vă de-a Dumnezeu să faceți tot ce va-ți propus! Doamne ajută! Vă iubim!,OTHER
$USER0065,0,Asculta mai Mircea daca nu îți place nu te uita și critica ești un prost și un nimeni,INSULT
$USER0043,0,"Stefan Asavinei oarba dupa tine,dezaxatule!",INSULT
$USER0066,0,Stefan Asavinei singurul communist tu esti,ABUSE
$USER0067,0,Bravo patrioata noastră,OTHER
$USER0068,0,VĂ SUSȚUNEM CU TOATĂ DRAGOSTEA!!,OTHER
$USER0069,0,Bravo Diana ! Dumnezeu sa iti ajute,OTHER
$USER0070,0,Mult SUCCES si RESPECT.,OTHER
$USER0071,0,Proștilor vedeți că prindeți semnal lângă vaccinați,INSULT
$USER0072,0,"Sa-ti dea D-zeu tot ce-ti doresti, te pupic de la Madrid",OTHER
$USER0073,0,Va iubim doamna senator Diana Iovanovici-Șoșoacă,OTHER
$USER0074,0,Dumnezeu să te protejeze la tot pasul,OTHER
$USER0075,0,Mare respect pt tine d-na Diana de adevarat,OTHER
$USER0043,0,Lalatrine doar jocuri pe calculator:-))),OTHER
$USER0076,0,Buna ziua doamna senator.,OTHER
$USER0077,3,Terhes sunt dezamagit de tine!!!! Esti un porc si un criminal!,INSULT
$USER0078,0,Eschivă tipică politicului,OTHER
$USER0079,0,Lasa ca Friedman a zis ce si cum! Stim ...,OTHER
$USER0080,0,VOTEZ PREȘEDINTELE ROMÂNIEI PE ȘOȘOACĂ FELICITĂRI,OTHER
$USER0081,0,Cu ce te-a păcălit?,OTHER
$USER0082,0,Terhes te-am iubit pana la Ucraina,OTHER
$USER0083,0,Buna seara! Ati avut dreptate in tot ce ati zis ati demonstrat cu fapte ! Aveti respectul meu,OTHER
$USER0077,0,Terhes mai facut sa mi schimb parerea dupa tine !!!! Esti o curva cu doua fete!!!,ABUSE
$USER0084,0,"TERHES, AI FOST 17 ANI IN SUA, L AI VĂZUT PE IUBI CÎȚU PE ACOLO??? CINE V A SPONSORIZAT IN SUA, BANDIȚILOR",OTHER
$USER0085,0,Kaja Grigorova toți adică si Putin?,OTHER
$USER0086,0,"Germania e prima care va face asta, protejandusi astfel economia !!! Germania a votat impotriva aderarii Ucrainei la NATO",OTHER
$USER0087,0,România NEUTRA!!!!!!!,OTHER
$USER0088,0,"Nu ne-a amenintat nimeni , ce tot bla blatesti acolo? Nato a tot invadat in rau",OTHER
$USER0089,0,NU FACEM SCANDAL SI NICI NU INSTIGAM,OTHER
$USER0090,0,"Deci rusii sunt răi, Putin este un criminal iar americanii, NATO si UE sunt bune... bai, Terhes, stim ca tu esti cetatean american, dar cui esti tu loial pana la urma? Romaniei sau USA?",OTHER
$USER0083,0,Suntem in afara pericolului? DV SUNTETI INFORMAT STITI ADEVSRUL SI LEGILE,OTHER
$USER0091,0,"Să apere BUNUL DUMNEZEU , pe toată lumea de războaie...!",OTHER
$USER0092,0,Maria Botnari dar s-au și procopsit!,OTHER
$USER0093,0,"Asa pregatec si mascaricii nostri conducatori,vor sa ne batem cu rusii!",OTHER
$USER0084,0,"E ȘCOLIT IN SUA, CE MAI VREI",OTHER
$USER0094,3,Vrem neutralitate vrem pace,OTHER
$USER0095,9,America=cuibul dracilor,ABUSE
$USER0096,0,"Mulții rusofili sunt pe aici, care nu accepta ce se vb despre criminalul putin..",OTHER
$USER0079,2,"Deci tot mai bun era Ceaușescu... haha! Era patriot, totusi!",OTHER
$USER0097,0,"Ne baga astia in razboi, talharii",OTHER
$USER0098,0,Bună seara ! Vă urmăresc din España ! Felicitări !,OTHER
$USER0099,0,marim bugetu la aparare?care industriasi au nevoie de bani?)),OTHER
$USER0100,0,Sa ma ierte Dumnezeu greu era atunci comunism nenorocit de la 89 tot rau numai guverne false au vandut tara,INSULT
$USER0101,3,"Cum rămâne cu dictatura occidentalilor din pandemie ,care a fost diferența în situația din pandemie dintre occident și Rusia. Nu putem uita acești criminali !!!",OTHER
$USER0089,0,De CE IN ROMANIA?,OTHER
$USER0077,0,Terhes VANZATORRRRRRRRRRRR!!!!!!!!,OTHER
$USER0086,0,Venim de Paste in tara milioane de Români si ne incorporeaza direct astia !!!,OTHER
$USER0102,2,Neutralitate. Ruşii nu-s duşmanii noştrii. Naziştii din Ucraina sunt.,OTHER
$USER0090,2,"Pastorul americanofil care face opozitie controlata... se da cu noi, dar de fapt ne mână în gura lupului. El ia lumina de la stapanii sai, dar o arde ca e anti-vaccinist.",OTHER
$USER0103,2,"Trist sa constati ca Iohabis este un ,,presedinte"" mai ( prost) decat Ceausescu ...",OTHER
$USER0104,0,"Cine ne-a bagat pe gat armamentul, domnule Terhes?",OTHER
$USER0105,0,E diferită situația de acum cu Azov,OTHER
$USER0106,0,"Păi ca și creștini ortodocși nici nu avem voie să omorâm oameni din câte știu, indiferent sub ce titlu, apărare etc.",OTHER
$USER0107,0,ROMANIA NEUTRA. .,OTHER
$USER0108,0,"Nui interesează pe nimeni de Țară ta,ce păți. Doar să te vadă la rău",OTHER
$USER0109,0,"DA, SI ACESTI 70 000 DE MILITARI VOR FI PUSI SUB COMANDA FRANTEI, ASTA PTR AL IRITA PE PUTIN.NAZISTUL ASTA DE JOHANNIS VREA SA IMPLICE ROMINIA PTR A NE BAGA IN RAZBOI DIRECT",ABUSE
$USER0077,0,Terhes sa dat cu poporul ca sa prinda Romani incredere ca dupa sa ne vanda!,OTHER
$USER0084,2,TERHES NE CREDE PROȘTI,OTHER
$USER0110,0,Că să trimere piloți și militari Români să cadă cu ele cum sa întâmplat.,OTHER
$USER0111,0,Asta taranist ? stie cinei Coposu ?,OTHER
$USER0112,0,Mie nu imi Vine sa cred un preot cum este Terches sa VB asa de violenza... razboi ...arme...,OTHER
$USER0086,0,Ce sa aparam datine motive sa aparam Romania dupa ce ne-ati izgonit la munca in afară,OTHER
$USER0113,0,"Asta a fost politica NATO ....distrugerea armatei române si sa platim taxa de smecher la NATO ..2,5% din Pib",OTHER
$USER0105,0,Nu mai avem arme si fabrici din cauza occidentului nu din cauza Rusiei,OTHER
$USER0114,0,"Alina Macsim toți sunt criminali ….. TOȚI !!!!!!nu sunt pt noi niciunul , nu ca dați energia lor căci sunt toți vampiri din păcăte ,,,,sorry",INSULT
$USER0084,0,"TERHES S A DAT MARE ANTIVACCINIST CA SA NE CÂȘTIGE ÎNCREDEREA, ACUM ÎȘI DA ARAMA PE FAȚĂ, NE CREZI TÂMPIȚI",OTHER
$USER0115,0,Nu mai este preot. L.au dat afara. A fost Greco catholic.,OTHER
$USER0116,0,"Noi trebuie să fim neutrii, nu trebuie să aruncăm cu pietre, peste gard la vecini,doar așa putem evita problemele.",OTHER
$USER0117,0,"Terhes o este de al celorlalti , adicā este parte din sistemul de care ar trebui sā scāpām,",OTHER
$USER0118,0,"Armament cu cazmale ,lopeti,furci si topoare",OTHER
$USER0119,0,"RĂZBOIU MINȚii.. se luptă ucraineni cu Rușii pentru teritoriile Românești, Poloneze, Cehe, Ruse și Turcești.. NO@ UCRAINENII ĂȘTIA hEROI TATĂ.. GO RAMBO GOO BRANDON",OTHER
$USER0120,0,AZOV - niște criminali care au ucis chiar și ucraineni pe lângă foarte mulți tineri și copii rusi !!,OTHER
$USER0111,0,Stop minciunile ba,OTHER
$USER0121,0,Am. Văzut la italieni pozele sunt 500 de copii e singurul cimitir di lume cu copii uciși,OTHER
$USER0077,0,Terhes pe o mana cu Azof!,OTHER
$USER0122,0,In primul rand naționalizarea apoi sa aperi avuția țării atâta timp cât avem companii multinaționale iar noi suntem doar sclavi lor,OTHER
$USER0123,0,Știm despre ce este vorba .Dar Terhes joaca in alt film,OTHER
$USER0086,0,Am colegi Ucrainieni care pot confirma asta,OTHER
$USER0124,0,Nu fi prost ca ceilalti,INSULT
$USER0125,0,Cei ce vor UE acum sint liberi. Maidanul e mare,OTHER
$USER0126,0,BRAVOOOOOOO ARELIAN!!!!,OTHER
$USER0127,0,VOLUNTARI militari se alatura Avov......,OTHER
$USER0128,4,Mercenarii din Ucraina au ucis acei copii rusi si nimeni nu a comentat nimic.,OTHER
$USER0107,0,O DOAMNE...saracii copii. .apara Doamne toti copiii din lume...NEUTRALITATE ROMANIA...,OTHER
$USER0077,0,Terhesssssssssssssss!!!!!!!!!! Curvaaaaaaaa lui Azof nazistii!!!!!!!!!,ABUSE
$USER0129,0,Marș în rusia bolșevic nou ce ești !,ABUSE
$USER0110,0,Problema este de ce vrea America să ne bage în război fiind conștientă că va fi cel de-al treilea război mondial.,OTHER
$USER0130,0,"Felicitari, Aurelian!",OTHER
$USER0097,2,"De cand am vazut filmuletul cu ce au pătimit acesti rusi din Ukraina in 2014, mi se face greață de acesti “eroi”, nu ma refer la refugiații femei si copii",OTHER
$USER0131,0,Si dl terhes le zice ca sunt patriotice!!!,OTHER
$USER0132,0,Da la românii noștrii din Ucraina nu vorbește nimeni.,OTHER
$USER0086,0,Corect am documentar tradus din limba germana cine doreste mai multe informatii,OTHER
$USER0120,3,"Terhes crede că toți suntem prosti !!! Pentru cine să lupte romanii ?? Pentru Johanus, Arafat, Rafila, Câțu ???",OTHER
$USER0133,0,"Felicitari, Aurelian!",OTHER
$USER0134,0,"Mamma mia ,mi se oprește la fiecare5-6 secunde, să-mi spună că nu pot intra in live ptr...!!!",OTHER
$USER0104,0,Stim Aureliane. De-aia nu credem nici pe unii nici pe ceilalti,OTHER
$USER0135,3,Corect Dl . Aurelian ! Copii ruși morți in 2014 ..,OTHER
$USER0136,0,Si cine a ucis acei copii?,OTHER
$USER0137,5,Bravo Aurelian vezi ca Terhes e lipsa nu prea ii convine,OTHER
$USER0124,0,Myryam Myryam nu fi prost,OTHER
$USER0138,0,"Copiii nu se ating, cei care o fac sunt criminalii adevărați...ce părere aveți domnule Terheş?",OTHER
$USER0120,0,FELICITĂRI AURLUAN pentru deconspirarea trupelor naziste Azov !,OTHER
$USER0139,0,E cumparata si Ciuca si altii sunt evrei..!,OTHER
$USER0140,0,Deci trebuie menținută libertatea presei orice-ar fi,OTHER
$USER0141,0,"Bravo,sint documentare din 2016 unul ,am vazut aseara si altele de cum au trait acesti oameni pin acum si nimeni, nimeni nu au vb pin acum",OTHER
$USER0142,0,Numai are grai d nul Terhes,OTHER
$USER0143,0,INCEPE SA NU-I PUPI IN CUR PE AMERICANII SI TE VOM IUBI DIN NOU,INSULT
$USER0144,0,"Criminalii, cine i-a aparat pe acești copii rusi din Dombas!",OTHER
$USER0129,0,Deci mâncătorii de căcat ne spun că Ucraina a invadat rusia . Trebuie să fii bou sa faci propagandă rusească în momentele astea .,INSULT
$USER0100,0,Bravo Aurelian adevarat crestin,OTHER
$USER0137,0,Terhes esti un las ai tradat mizerie ce faci,ABUSE
$USER0145,0,Dar de cele două Aotocare la graniță cu copii părăsiți la graniță Orfani cio fi undes nu se spune nimic,OTHER
$USER0137,0,Da laboratoarele Terhes ? Tot minciuna ? Mars ca puti,INSULT
$USER0146,0,Dar ce la noi o sa fie alt fel...? Cu grantomani astea care ne conduc la război ..,OTHER
$USER0147,0,Principial e corect...,OTHER
$USER0104,0,Nu are |P|utin nicio justificare. Dar de ce acum? De ce nu s-a rezolvat pasnic?,OTHER
$USER0125,0,UE SI NATO SINT CRIMINALI ACESTUI RAZBOI.,OTHER
$USER0139,0,"Invatati ma si simbolismul,si veti vedea Kazaria ,Ucraina si pe stema Rusiei este sfantul Gheorghe care omoara balaurul..! Simbolismul v a fi caderea lor..!",OTHER
$USER0148,0,Ești jalnic Terhes,OTHER
$USER0149,0,E divers oameni se împușcă de 7 ani acolo și dialogul era deja terminat,OTHER
$USER0150,0,Chiar ca uitase.....onu ce face?,OTHER
$USER0151,0,De la o posta se vede ca terhes e omul americanilor,OTHER
$USER0118,0,Zelensky papusarul globalistilor,OTHER
$USER0114,0,Iar se îngroapă de viu Terhes,OTHER
$USER0097,0,"Zelenski e o marioneta, e clar cine e in spate, dar adta isi sacrifica tara si o va distruge",OTHER
$USER0152,0,"Domnul Terhes un raspuns de tot rahatul!Aici ie vorba de copiii care au fost ucişi,....nu mai am cuvinte....",OTHER
$USER0109,0,VA FUT IN GURA DE IDIOTI DE LA FACE BOOK PTR CA EU VA CONSIDER NISTE SLUGI OCULTISTE . SINTETI NISTE LABAGII,ABUSE
$USER0153,0,Rusia nu o să atace niciodată convențional România!,OTHER
$USER0154,0,"Vad ca tu Cristiane ai analize favorabile numai Ucrainei, las-o balta",OTHER
$USER0155,0,MULTA SANATATE SA AVETI CRISTI SI AURELIAN DATI CIT MAI MULT ADEVAR NU IERTATI NIMIC,OTHER
$USER0124,2,Nu va mai etalati prostia,INSULT
$USER0156,0,Bravo Aurelian!,OTHER
$USER0157,0,Principalul e Corect,OTHER
$USER0125,0,ZELENSKI un criminal care trebuie judecat,OTHER
$USER0158,0,Felicitări Aurelian!,OTHER
$USER0159,0,"Romania este in nato. Putin nu ar ataca Romania niciodată pentru că știe ce va urma , așa cum spuneți dmv ar deschide cutia Pandora",OTHER
$USER0160,3,De laboratoarele descoperite ce părere aveți? Finanțate de americani.,OTHER
$USER0099,0,daca tu prinzi un hot in casa il bati sau nu?unde i victima?,OTHER
$USER0161,0,"NI SE RIDICA TENSIUNEA DE UCRANIA,",OTHER
$USER0162,2,L.ai descris perfect pe Zelensky.,OTHER
$USER0163,0,"Un actor prost , si-a băgat tara în război",INSULT
$USER0164,0,Bună seara din Italia,OTHER
$USER0165,0,Bingo! Cox pe nas ca n America de Sud,OTHER
$USER0166,3,"Pe Putin nu lor ascultat nimeni de 8 ani a vorbit ci NATO, OMS Usa etc Zelinsky este un drogat nazist",ABUSE
$USER0167,0,Nu mai băgați frica. Jocul politici este necinstit. Eu spun ca războiul se termina cât de curând. Iar dupăia vine alta boala. Asta e jocul politicii,OTHER
$USER0079,0,Respect Aurelian! Bravos!,OTHER
$USER0168,0,De acord cu dl Aurelian!,OTHER
$USER0114,2,Deci ai răspunsuri ft slabe Terhes ….nu suntem prosti noi cei pe-aici sa știi !!!,OTHER
$USER0169,3,"America a băgat bățul prin gard , Zelenski a îneput să latre ! A pus botul !",OTHER
$USER0090,0,Pai cum sa discute Terhes asa ceva? El e cetatean american.,OTHER
$USER0165,2,"Parinte aveti multe de invatat de la Aurelian, la cat mai multe live uri!",OTHER
$USER0161,0,NE CERTAM DEGEABA CU UCRAINA....,OTHER
$USER0170,0,"Oligarhii ucrainieni au fost primii care au fugit. ZELENSKY un actoras, care a dansat cu penisul pe un pian",OTHER
$USER0171,0,"Bravo Aurelian, adevărul gol goluț despre Zelensky!",OTHER
$USER0137,4,Terhes ori esti prost oti esti tradator ai uitat de crimele cu covrigul si ai devenit mare salvator. Da cind erau ucisi românii si pusi in sac nu prea ai fost curios,INSULT
$USER0100,2,Daca conducerea ucrainei erau corecti Putin statea linistit. Putin crede in Dumnezeu l- am vazut cum intra in Sf Biserica. De cele 27 laboratoare Zelenschi cred ca stie.,OTHER
$USER0172,2,"avem un subiect de dezbatere și in tot acest timp, rottcshildienii își Fac jocul, nu înțelegeți că nu-i despre război, totul e un film, cu scenarii si actori",OTHER
$USER0109,0,"Sa va fut in gura DE cenzuraci ,idioti, labagii",ABUSE
$USER0079,0,"Liliana Alexa a fost demult pus la punct, cu nato...",OTHER
$USER0130,3,armata rusa praf????,OTHER
$USER0173,2,Ești putinist se vede de la o posta Aurelian!Vrei sa pari auta,OTHER
$USER0137,0,Terhes mars de unde ai venit,INSULT
$USER0127,0,RUSI nu ataca in val si in strategic stike.....,OTHER
$USER0174,0,Armata rusa este praf ?,OTHER
$USER0151,3,Ucraina e aparata de nazisti,ABUSE
$USER0079,0,Ely Sint dar biden cum e? Demn de incredere? Wtf??? Chiar ne crede prosti pe toti?,OTHER
$USER0151,2,Terhes e omul americanilor,OTHER
$USER0175,0,Nu l mai apară că ia dat peste nas Aurelian și ia zis că se droghează!!!!!,OTHER
$USER0079,0,Laura Simona Balc Zegrean astia chiar cred ca prostesc prostii!,OTHER
$USER0176,0,În capul tāu este praf Cristi,INSULT
$USER0120,0,Despre crimele făcute de americani în Serbia ???,OTHER
$USER0177,0,Pentru ca ei au avut motive întemeiate.,OTHER
$USER0178,0,Of. Nu se mai pune preț pe factorul uman și pe umanitate...,OTHER
$USER0179,0,Nu este adevarat rusii Au folosit arme vechi care trebuiau SA le utilizeze si SA nu distruga ucraina cand scoate arme adevarate SA vedeti,OTHER
$USER0180,0,Se repetă istoria!!,OTHER
$USER0181,0,"Rusii sunt PATRIOTI cu pretul vietii,nu pupa Curu la Satanisti",ABUSE
$USER0151,0,"NuPutin s a bagat, sua a inceput razboiul",OTHER
$USER0170,0,USA e jucat pe doua fronturi și în al doilea război mondial!,OTHER
$USER0105,0,Chiar asa va fi ca toți unește SUA,OTHER
$USER0182,0,Se blocheaza ca naiba,OTHER
$USER0173,0,"Cat ai vrea sa pari autostiutor si echidistant tot cu Putin o dai.Nu prea înțelegi ce înseamnă sa înveți din greșeli,crezi ca Putin te apăra.",OTHER
$USER0112,0,Europarlamentar Cristian Terches scuze Dar se vede Ca' oculta mondiala ti-a permis sa tii cu ei ...esti medaliat Ca' si sistemul nostru si faci parte,OTHER
$USER0183,0,"DUTE MĂ DRACULUI TERHES, CINE TE PREGĂTIT AMERICANI,ȘI EUROPENI",ABUSE
$USER0150,0,Americanii au invatat din trecut?......,OTHER
$USER0184,0,"Ce stii tu despre : gruparea AZOV, fostul președinte al UCRAINEI =omul RUSILOR, actuala garda națională !?!",OTHER
$USER0136,0,Da eu nici nu urmăresc CNN nu mai e credibil nici un post....nici nu sti ce sa mai crezi.,OTHER
$USER0149,2,Să curate Ucraina și asa au plecat toți civili,OTHER
$USER0117,5,"Chiar asa domnule Terhes, chiar asa varzā este Armata Rusa??, pāi dacā vrea Rusia vā ia Bruxelul de unde mâncati pâine albā, domnule Terhes",OTHER
$USER0145,0,Dacă borbandat si Rusi ca Americani an 24 de ore 48 se rezolva problema dar ei nu are treabă cu civili cu mafiea Oculta Satanica,ABUSE
$USER0149,0,Criminali lumii sua,OTHER
$USER0185,2,În china tot cu finanțare Americană.,OTHER
$USER0152,0,Dar in China cine le-a finantat?,OTHER
$USER0186,0,"Bravo ție! Cristi Terhes,ptr.tot ce spui,fii binecuvîntat!",OTHER
$USER0187,0,În wuhan sunt sponsorizări cu fonduri federale,OTHER
$USER0097,0,"Cand scapa bombele biologice si armele nucleare vor fi puse in aplicare, la revedere viata normala pe Terra",OTHER
$USER0188,2,POATE CA COVIDUL A PLECAT DIN UCRAINA si olimpici AU RASPANDIT VIRUSUL( VARIANTA LU NASU,OTHER
$USER0105,0,Ma cum dracu tot ii pupi in cur pe americani Terhes sunt mincinoși si tâlhari planetei,INSULT
$USER0183,0,"Broscarul de terheș ,tu vorbești că ești sclavul Americi",ABUSE
$USER0189,0,"Ministru Chinez de ce nu spun de laboratorul din Whan ,sau cate laboratoare au .",OTHER
$USER0190,2,"intrati pe presa ucrainiana din 27 aprilie 2020,scandal monstruos si va cruciti cate tari excomuniste au laboratoare,RO nu este pe lista insa este Moldova,Georgia,Arzeibagean samd...",OTHER
$USER0115,4,Terhes este idiot sau se preface! Observati cum le intoarce? Nu condamna deloc guvernul Ukrainian.,INSULT
