id,text,label
19719,cei de la valcea sa nu mai comenteze si sa-i multumeasca la [PERS] pt victori si sa nu uita k ca pana la sfarsitu campionatului nu o sa-i arbitreze acest al 12-lea jucator pt valceni! Te chinui 8 etape sa urci in clasament si vine un nesimtit si strica tot asta cred valcenii ca i e o victorie meritata?cum or jucat la alba nu merita nici pe locu 10 sa fie asa k ciocu mic si multumiti la [PERS] si datii banii!! FORZA [ORG],OTHER
39532,dumnezeu nu a dormit [ORG] a primit ce a meritat sa vazut ca in acest campionat [ORG] a fost cel mai mult ajutata de arbitraj si de butoane sincer nu imi place aceasta stea care este falsa dar cu inima va spun ca azi am cumparat cd [ORG] 86 doar pe aceei oameni ii simpatizezi iar pt cei de azi le transmit sa invete sa se comporte in teren si in afara si mai ales cand dau declaratii doar ironcice si au parte doar de sany [PERS] alias [PERS] care a facut [ORG] de rusine rusine pt blaturi,OTHER
33665,"REPET,
Alo, [ORG],
Sper ca nu spalati in editia de maine c_c_tul servit la [PERS] de Porumbel, Fecali si [PERS] Bashinel!",INSULT
32903,"baghera4 aia erau olandezi, nu danezi.... nu te doare prostia??????",INSULT
33407,aici are dreptate nasu [PERS] scoteti`l pe [PERS] din fotbal vreo 2 3 ani depunctati [ORG] cu 9 puncte fara masura de retrogradare aia sa o faca [PERS] cu masa futul in inima de puscarias sa trezit el de colo kre sa plimbat prin penitenciare ce treaba au jucatorii sa fie trimisi in b si plus de asta daca dadea bani sa nu se joace corect trebuia retrogradata daca dadea bani la un arbitru chestii de astea atunci eram deacord sa fim trimisi in b si cum nu sa intamplat asta nu ar fi corect,ABUSE
9991,"Domnul [PERS] [PERS] impreuna cu membrii de conducere ai Partidului Noua Generatie ureaza succes echipei nationale, iar alegatorilor le aminteste cu cine sa voteze in turul 2 al alegerilor locale.
Impreuna vom reusi !",OTHER
33900,Dim dim dim!!...pai bah eo [PERS] geshcali...dim dim..eo cumpar meciurile da' dim dim....tot oier raman....dim dim...HAI [ORG] !!!,INSULT
37691,ho ca peste 2 ani vine si [ORG] in [ORG].sa vedeti atunci meciuri tari.[ORG]-[ORG].:),OTHER
22762,"tarane,
 
sa dea dumnezeu sa jucati fotbal toata viata vostra numai cum a jucat [ORG] cu voi.

taran prost. pe langa ce sunteti un [ORG] de talhari bolsevici, de acum inainte veti fi si de MILOGI. 
Milogii bolsevici, [ORG]!",ABUSE
35265,"Deaspre 1,5 mil dati de [ORG] lui [PERS] a spus numai un habdicapat platit de [PERS].Evisent ca sursa era [PERS].Cred ca nu mai este nimic de comentat",ABUSE
22804,"[PERS]  sunt stelist, te respect, pe tine , pe [PERS], pe Florentin, pe ceilaltzi, da` ai dovedit k esti prost, credeai k te arbitreaza [PERS] sau altcineva in [ORG] de kkt a lu` mitica; [PERS], pacat, stima, insa  trebuia sa lasi pe altul, s-a  vazut k esti  rupt si nu mai puteai. Felicitari [PERS] si Rat, mi-au placut Tamas si CODREA! Respecte",INSULT
21056,"mai insuportabilule chiar daca esti ardelean cum te dai, in realitate nu poti fi decat un imbecil pentru limbajul pe care il folosesti.",ABUSE
4604809,"Si echipele ar trebui sa prospere pentru ca ar duce oamenii la stadion! Un management inteligent bazat pe marketing si pe promovarea imaginii ECHIPEI LOCALE ar putea insemna enorm pentru fotbalul nostru...
Ganditi-va doar ca foarte multa lume se uita acum la TV. Cei care nu au capacitatea de a filtra informatia sunt bombardati cu [ORG], [PERS] sau [ORG]...sau, si mai rau, Mititelu. Aflati in imposibilitatea, nu neaparat materiala de a vedea meciurile la TV, vor merge la stadion unde vor plati bilet si, poate, vor achizitiona ceva(tricou, cana, lenjerie de pat-ce naiba) cu insemnele ECHIPEI LOCALE. In felul asta isi va creste copii cu ECHIPA LOCALA nu cu alte echipe si la stadion nu la TV",PROFANITY
13141,"si eu sper sa te rupa cu totul Cristi..([PERS]) daca nu-l cunosti , vei avea ocazia....jenantule! :D",ABUSE
39855,"va dezmembreaza [PERS], se suie pe voi ,in 2 etape pe 4 ajungeti fraierilor",INSULT
5160550,Situatie de rahat in clasament: Trebuie sa batem diseara ca sa ne calificam !,PROFANITY
44255,Sa va bucurati de [ORG] in [ORG] Campionilor. O sa fie audienta de 10.000 de telespectatori pe meci. O sa fie 6 meciuri si la anu o sa retrogradati.O sa mai fie o echipa pe care o urasc. [ORG] la anul nu mai existi. Poate ramane fara bani pascani si va duceti toti in p0la mea.,INSULT
32190,"polist din [ORG]:BRAVOOO [ORG] CLUJJJJJJJJ
super bravo si felicitariiiiiiiii la toti clujeniiii care tin cu crf [ORG]",OTHER
13195,vor fi 10 si aia dinamovisti care vor striga muie [ORG]!,INSULT
12970,"Voi, astia de la [PERS], sinteti AMARITI rau de tot... V-au omorit bulgarii. Rusine!!!... Unde-i B/Porcea, ca nu-l mai vad sa danseze din buric... Javre PADUCHIOASE...",INSULT
19018,"Bai FC scuipa-n mata, cine a aruncat cu bricheta? stelistii sau tiganii de sub grant? tu-va-n gat de milogi. I-ati pupa i talpile lui M.[PERS], doar sa se rejoace meciul. Conduceati si voi o data pe [ORG] si acu va ofticati.",ABUSE
43247,HEY...FA`...TAIE ALUATU DIN BLAT DRAGA SI MARSH DE PE LA NOI.CUFURE E IN ALTA PARTE...CIOCU MIC MACAR,INSULT
18186,"Nu stiti ma ca asa e la noi la romani , daca ai dat un gol esti la [ORG] , deja inventeaza oferte de zeci de milioane de euro si toate aberatiile posibile , si daca stam bine sa ne gandim joaca intru-un campionat mult mai slab ca al nostru .",OTHER
32300,Vreti meciuri ? Puneti-va [ORG] sau faceti presiuni asupra furnizorului de cablu sa accepte oferta celor de la [ORG] ! Dar in nici un caz nu cereti celor care au platit bani grei pt aceste meciuri (adica [ORG]) sa le ofere pe gratis si celorlalti ! Ar fi chiar prosti sa faca asa ceva ! EU AM [ORG] DE ANI DE ZILE SI E OK !!!,OTHER
44451,ai uitat de furturi! 1 punct e rezonabil? De fapt probabil te referi la statistica [ORG] in care [ORG] a iesit pe primul loc daca te uiti de la coada la cap,OTHER
42576,[PERS] habar nu are de fotbal. Nu pot sa inteleg cine la pus antrenor la nationala. E total paralel cu meseria de antrenor si are niste aere de vedeta de parca ar fi cel mai bun din lume. In plus are si un vocabular de mirlan (ca si mutra lui) AFARA CU IDIOTUL DEFENSIV,INSULT
10003,"parca akum 5 ani va mandreati cu [PERS] ,RADA si [PERS] si spuneati acelas lucru:NU  vor pleca niciodata....asa ca lasati o mai usor....iar in privinta lui [PERS]  ,omu da bani nu sejoaca  ,nu se ascunde dupa vorbe,nu incearca sa vrajeasca pe cineva prin promisiuni ,ceea ce si propune realizeaza(in stilul lui dezagreabil)",OTHER
9056,la [PERS] a fost mai nasol. asta a dat in minutul 6 si aveau timp sa recupereze,OTHER
39909,BASELULE...EU TEW-AM VBOTAT SI TE-AS FI VOTAT FARA SA CLIPESC1 CU FAZA ASTA AI DAT CU BOTA IN BALÖTA...VOTUL MEU L-AI PIERDUT1 NICI NU ITI DAI SEAMA CE DESERVICIU TI-AI FACUT ASTAZI1 O SA REALIZEZI TU CE SCUMP TE COSTA SA TE JOCI CU FOCUL1 NEXT PLEASE...,OTHER
26071,"Pentru forza [PERS]:
Voi sunteti singurii care aveti ce mah?? Curaj sa faceti ce?? Adica ce mare cct ati facut voi in olanda de ar trebuie sa admiram noi?? Ca v-ati comportat ca niste animale? (imi cer scuze fata de animale pentru comparatia cu voi). Ti se pare o chestie asa de curajoasa sa va adunati 200 de insi si sa aruncati cu scaune?? Dar daca esti singur, mai ai mah sange in instalatie?? Iti spun eu ca nu, sunteti niste lasi si niste fetite fricoase daca sunteti singuri. Mars pechinezule!",INSULT
44384,"si inca ceva:se vede clar ca amroape jumatate din minge este deasupra liniei, chiar daca nu o atinge. intrucat mingea este rotunda, nu poate atinge  solul cu toata suprafata sa. deci NU este aut. circumferinta mingii nu este doar punctul in care mingea atinge solul",OTHER
25659,mortii matii [PERS] cu rasa ta de analfabet si cu mata care te.a facut de cretin.protovaneeee nu iti cer sa citesti ce scrie lumea pe aici ca esti bou si nu ai trei clase primare...mortii mati sa dea dracu sa nu intre argesul ca iti dau foc la magazin ...familia matii de bou...cretinoidule argesul joaca mai bine decat [PERS] si [ORG] la un loc si tu il dai afara pe [PERS]? ma analfabetule cine esti tu ma sa faci echipa cretinule ca nu ai dat bani sa faci vestiare la stadion,ABUSE
19758,"Bai ScAndone, 
Milog ai fost, 
milog ai ramas! 
Mergi si joaca nishte p.enis cu piciorul cu pzszaszskaszsnyiy (sper ca e korect...) 
Tu esti antrenor un pic mai bun ca Majearu. 
Sau poate NU.",INSULT
40297,Gogule cum ia pasat a sutat si s-a respins ;)) la [PERS] cred ca va uitati la familia flinstone voi hahalerelor,INSULT
43304,Care provincie bah? [ORG] este provincia bah? Tu esti cretin rau bah tampitule. Noi astia din provincie va spunem voua cufuristilor miticii din [ORG] pt. ca furati mai rau decat bucurestenii...,ABUSE
3029646,"da ia da tu adresa, daca esti asa tare in poola, mai pustane ! Pariez ca te sperii doar cand ma vezi , nu mi trebuie sa ma apropiu de tine..",PROFANITY
25894,"Da,fratilor.Nu am jucat nimic!!E clar ca doar cu [ORG],nu merge.Fetele joaca de parca le e ...sila.E clar ca [PERS] trebuia sa lase ambitiile la o parte si sa o cheme pe [PERS] Gogarla!!Aici nu e [ORG] sau [ORG],e NATIONALA!!Nu cred ca e o solutie cu majoritatea jucat de la o echipa la care [PERS] e si antrenor.Sper ca pana la JO,sa se schimbe ceva si [PERS] sa fie acolo unde trebuie,la Nationala!!!!Hutupan,trebuie sa fie in forma,nu ca azi,iar selectia realista.[PERS] la VL?Atunci...:))))",OTHER
23028,sa fie amendat urat de tot clubul iar acelui om sa i se interzica intrarea pe stadion 5 ani daca nu pe viata. FUCK [ORG].,INSULT
8615,"Mai tata ti-am spus de o mie de ori cind bei mai mult sa nu mai iei prafuri de la mine din poseta ,ca nu e bicarbonat,nu-ti trec arsurile si incepi sa delirezi.Daca mai pui mina pe lucrurile mele ii spun lui Todd sa-ti rupa o mina dar sa nu te loveasca la cap ca si asa e dereglat.",INSULT
13471,"Totul e prea simplu: sportul de performanta se face pe bani grei .. noi am investit, avem 2 echipe in finala .. voi n-ati mai investit de mult, ati ramas pe loc .. nu voi ati devenit mai slabi, ci noi mai puterinici",OTHER
18732,"Voi p bune vreti stiri mocca? Bah parlitilor, inapoi la cartoane, sau cumparati ziare. :)",INSULT
10182,"daca pierdeam incercand sa jucam fotbal, ziceam ca asta e. insa sa faci antijoc de 3 ori si sa pierzi... sa fiu sincer cu un astfel de joc nu meritam sa fim la un turneu final. mai bine ziceau si ei, dom'le tot n-avem nici o sansa, hai macar sa jucam frumos, sa-si aminteasca lumea de noi ca la Mondialul din '70. Tactica noastra a fost sa nu-i lasam pe ceilalti sa joace fotbal, nu sa jucam noi ceva. Jenant!",OTHER
9866,ce trebuie sa fac sa dea porto gol?  pierd 14 milioane...... imi vine sa tipppp!!! Nu mai rezist 3 minute...mai rau e ca porto e in 10,OTHER
16346,[ORG]...find....Hai Rapifuletzul!!!...find....http ://parrad0xx.myminicity.com,OTHER
488940,"Daca tot vehiculezi atatea miliarde de Euro, cum ai spus la Fanatik, de ce naiba nu ai platit suma ceruta de ""Jambon""  !
Aici sigur sunt alte interese ,iar eu nu am deloc incredere in tine !! 
Mi-ar place o schimbare la varful [ORG],dar in nici un caz sa ajunga acolo [PERS] Gheorghe cu Giovani in spate !!!",PROFANITY
20017,PS : Deja toata lumea sa saturat de mitici poooli asa ca multa muiiiiiiiiie la mititci !,INSULT
24855,puteti sa va dati foc pt trasmisia voastra... raaaaataaaaaaaatiiiiiilooooorrr,ABUSE
22024,"Ba ia nu va mai luati de [PERS] fratilor!!cata invidie pe voi ca o sa ia [ORG] campionatul anul asta:D..Nu sunt ei d vina ca au rapidistii suporteri de oras care arunca cu tot felul d obiecte pe tren in timpul meciului..sa se invete minte alta data...si [PERS] nu este niciun gay...poate k nu stiti k este casatorit si are 2 copii...asa ca ciocul mic ba prostilor k tot [ORG] ne-a dus numele fotbalului romanesc in [ORG] Campionilor si o va face in continuare,pt k sunt cei mai buni.HAI [ORG]!!!",INSULT
20132,"ce gol senzational a marcat varamiu la chiajna la numai 17 ani!!!!! merita la nationala? 
vezi golul p www....",OTHER
27113,"Dica un singur lucru iti spun... daca jucai bine nimeni nu te huiduia... sau macar daca dadeai senzatia ca vrei.
Pacat de tine, esti probabil mai talentat decat [PERS] dar esti incredibil de puturos si indolent.
Succes pe viitor!",INSULT
35203,"cum poti sa spui ca [PERS] a avut greseli de plasament ? cand majoritatea atacurilor erau stopate chiar de el.....el e mijlocas la inchidere ..si trebuia sa vina sa sustina apararea pt ca [PERS] si tamas au fost vai de ei, cocis a pierdut 70 % din mingi si [PERS] a fost inexistent . [PERS] nu poate duce echipa in spate ...cand nu are cu cine nu are! . Ii faci loc lui [PERS] in locul lui [PERS] si lui [PERS] in locul lui [PERS] ? aaa am uitat se face becalizarea nationalei....",OTHER
18262,"deja au inceput sa piarda puncte
creste presiunea ... deci vor pierde locul 1
cel mai probabil vor pierde calificarea in [ORG] si zic ca este mai bine pt ca sa vazut in meciul cu [ORG] ca nu fac fatza nici macar pt. [ORG] ...
sper sa mearga [ORG] si [ORG] in [ORG]",OTHER
18717,"la europene, baietii cu o zi inainte de meci erau beti manga, de asta nu am facut nimic............[PERS] ii acopera , ei se bucura, si noi............afara !!!",OTHER
9730,"Bai voi astia de la [ORG] daca sunteti atat de smecheri hai sa ne dam interval la o bataie daca va tin muschii.Oricum fraierilor ca sa stiti din start va asteptam in Bucuresti ca sa va dam omorul,cu orice ati venii vom fii si noi acolo sa va asteptam si sa va dam omorul,cel mai bine STATI ACASA SI UITATI-VA LA MECI DIN FATA TELEVIZORULUI.",ABUSE
17824,"daca voi vedeti vreun negru in poza asta, eu imi tai un cooi.",PROFANITY
25802,"u am scris bucuresteni oameni,ci mi-ti_ci spur-cati!!bucurestiul nu reprezinta [ORG]!",INSULT
9976,"Dupa parerea mea este mai bine asa, sa strige conducatorii unii la altii... asa macar mai aflam cine cu cine incearca sa aranjeze meciul... Toti se dau de gol pana la urma... Pai ar fi mai bine sa taca toti si sa apase pe butoane in spatele cortinei? Noi sa mergem la meci, si sa vedem teatru, fara sa stim de ce joc toti ca cizmele?  

Toti sint hoti!!! 

Problema  mare este [ORG] care stie.... stie multe.... si nu face NIMIC!

... PRESA rom. la fel... stie dar nu face...",OTHER
14465,"m-am trezit si eu , la naiba !!! si m-am hotarat sa vorbesc , la naiba!!! pai unde ma simteam eu cel mai bine? in pluton la [ORG] , la naiba!! erau niste baietei acolo de-ti lasau gura apa , la naiba fetelor!! Gabtiza a.nus. larg , ciocul mic",PROFANITY
8653,"o sa ajunga [PERS] la stOAIA doar in visele voastre, bani cu miros de branza ai lui berbecali nu merg pe piata olteneasca,unul din motivele pentru care il apreciez pe Mititelu este faptul ca a spus si pana acum s-a tinut, de promisiune, ca nici un jucator al [ORG]  nu va mai pleca in buCUResti, cu atat mai putin mandria Olteniei,[PERS]...Hai Stinta! aratale sclavilor fecalieni ce inseamna sa ai mandrie de oltean. JOS stOAIA!!!!!!!",INSULT
1647152,E a nu stiu cata oara cand U.E.F.A. ne da semnalul ca trebuie sa schimbam conducerea F.R.F. ca altfel nu mai pupam calificare! Ce naiba sa-i mai spun lui varzan dupa jocul din a doua repriza ?,PROFANITY
32969,"bv frate!!! esti tare!!! =))
ce-ai patit, te-ai lovit de usa?
=))=))=))=))=))=))=))=))
ma bucur nespus de tare ca si-a luat-o prostul asta din carpati. si mai fraieri sunt si cei de la [ORG] si sport.ro ca ii fac reclama. na, sa-i mai faceti acum reclama. cum o sa-l numiti: orbul din carpati?! cred ca nu mai vede din cauza arcadei sparte.
esti tare frate! la cat mai multe faze de genul asta ca ne mai descretesti si noua fruntile de zi cu zi ca si asa suntem suparari noi cei care traim in ro",INSULT
35426,lasa-l ca s-a trezit acum si s-a gandit sa intre pe [ORG] si cred k s-a simtit ofensat...eu zic sa se puna din nou la somn,OTHER
39179,"Asta e chiar idiot , uita unde a cunoscut adevarata performanta ca jucator. Uita ca la [ORG] a jucat atatia ani. Asta a uitat. De mic copil il veneram pe jucatorul asta... dar dupa aceasta declaratie ... cred ca o sa uit ca a existat vreodata....",ABUSE
25107,esti total pe langa bre. ai facu o comparatie de doare capu.cum ai reusit?,OTHER
20486,"Sa-mi bag pula-n gura lui [PERS] asta !
La puscarie cu prostu asta !",ABUSE
27679,"pentru WA ... amice maghiar, la ce scoala cu predare in lb bozgoreasca ai invatat tu ca prin [ORG] trec Balcanii?",ABUSE
24840,"Asta-i prima reactie dupa ce dispare prima...
Bai nea stane si eu as fi spus la fel dupa ce [PERS] ar fi spus la ce piula mea sa va mai dau bani faca ari facut cacatu ptaf...
Taci si taie tabla... si sufla-n furnalu lu [PERS] si poscani ca poate iese o saraja pana la urma...",INSULT
11342,"HAI SICTIR asa zisii Costy,Marin,[PERS] etc..care postezi pe aici,esti aceeasi pers.care ai sarcina de a-l denigra pe [PERS],doar doar,musca cineva momeala ieftina a TARCOSILOR,care platesc la greu,inclusiv 2-3 jucatoare de la [ORG],pe care [PERS] le-a mirosit si au zilele numarate la fel ca TIVADAR,anul trecut.USOR ,cu metodele securiste de intoxicare ,ca NU TINE!!!",INSULT
40333,"aceste bande de derbedei faceau de mult asa ceva la [PERS],dar borcica nu lua nici o masura,in bulgaria nu tot ei au devastat benzinarii? au fost arestati,borcica facea haz de asa zisul caz bricheta si nu numai el,la fel si derbedeii de la [ORG],de acolo se pleaca,dar nu toti sunt fermi ca [PERS],sa fie exclusa [PERS] 10 ani din cupe ca merita ,pina acum n-au luat masuri,imaginati-va ce au comentat olandezii cind au vazut hoardele de barbari,asa si suntem,rusine",INSULT
26273,"daca [PERS] se ambitiona, va lua cioara de pe emblema([PERS]-tomberon), si isi batea joc de ea...apropo, de performante cand va apucati?",ABUSE
40289,"sunt curios cine pune botul la astfel de stiri ... de vreo 5 ani tot pleaca [PERS], mai nou dica, [PERS], zapata ... iar cand a plecat [PERS] nu stiut nimeni pana nu s-au semnat actele.
Cu ocazia asta se vede cat de adevarate sunt stirile voastre si cat de mult va pricepeti la ce se petrece in jur.

Catre redactor: Pariez 1000 de euro cu tine ca nu pleaca [PERS] la niciuna din echipele la care faci aluzie, te tine sau doar dai din gura ampu1ea???",PROFANITY
21836,"@dsa sa ti zlob0zesc in gurita bai moldovene, pe tine si pi tot neamu' tau di plaiesi !!! a vrut [PERS] cel Mare sa va faca ca niste tauri si ati iesi toti boi !!!

SIRMAAAAAAAAAAAA !!!!!",ABUSE
43395,au scapat ieftin...putea sa fie 2-0 :)) la kkt cu [ORG] sa se multumeasca daca prinde cupa [ORG] pt ca vorba aia...[ORG] campioniilor interzisa cioriilor :X:X:X,ABUSE
33187,"Ardeleanule greu mai gandesti sau poate deloc. ""Ziaristul acesta"" spunea ca in acest meci au jucat 22 de jucatori bine platiti cu mentiunea ca cei 11 ai [ORG] au aratat ca o echipa. DOH",INSULT
4428675,"laso drecu !!!!! jocul greseala asteapta, si golul lui [PERS] a fost o greseala de marcaj a [ORG] deoarece din 2 inchizatori nici unul nu a fost acolo sa-l blocheze !!! au facut greseli pentru ca sunt mai slabi  !!!! si [ORG] poate spune ca a pierdut cu 1 -0 cu [ORG] si [ORG] nemeritat deoarece georgievski si [PERS] si-au dat autogol !!!! cui ai pasa ???? nimanui !!! ciocu mic !!",PROFANITY
17982,TOT CU ARBITRII...sa va ia dracu pe toti [ORG]-stii  anul asta mergeti in BBBBBBBBBBBBBBB,INSULT
9808,POLITEHNICA [ORG] sa nu uite ca este in [ORG] asta nenorocita si din cauza [ORG] care i-a cedat barajul de promovare acum cativa ani ! Va faceti ca ati uitat si acum pozati drept sfinti ?,OTHER
15516,cine o mai fi si nePeseiro asta....cica el pleaca daca arbitrii nu il vor...ce treaba avea el cu mingea aia ..se crede si asta mare antrenor...a venit in tara la noi cu niste aere de vedeta..,OTHER
43027,"sau calificat si baietii de la canoe 500
in finala bravo lor",OTHER
19025,daca era asa de bun cred ca acum era la nationala... dar este un ratat bolnav mintal... M-U-I-E  [ORG].....,ABUSE
18728,pentru florin:stropitias fata de retardat jegos si amputit,ABUSE
11614,pai tiganu' borat nu putea sa tina decat cu tiganii...,ABUSE
12712,blat pe fatza ! jula ala nu a vrut sa dea gol ...bulangiu'!!! atat au asteptat : pe final un corner ...ii lasa nemarcati pe stelisti si PAC PAC golutzu. TOTUL IN 2 cuvinte : MUEE [PERS] !,ABUSE
24718,"Eu unu i-as trimite pe toti la Auschwitz ...si le-as da ceva de munca acolo..:D..""Arbeit macht frei"" :))) [PERS] de traia....",ABUSE
39038,"spotul nu e rau.nu conteaza ca s-s asociat politica, literatura cu sportul, e o idee buna, o comparatie.nu asta e problema, ci comentatorii. pai cine o sa comenteze meciurile?prostovanii aia? la tvr era [PERS], cosmescu si enachescu,aia da",INSULT
24206,esti un jeg ... te`a innebunit aia de la banca din [ORG] ... maine iti vei lasa familia,INSULT
12163,ptr hahahahahahLERA! BA tampitule pai numa tata aveti si atata stiti slana alte mancaruri nu stiti  si spre uimirea ta si pentru intregul tau univers care se limiteaza doar la moldova si tara romneasca  om fi noi tari austro ungarice cum zici tu dar decat tarani si muritoi de foame si violatori de babe si criminali cum vis voi moldovenii mai bine s afim frati cu unguri austrieci nemti sarbi ca na ne uneste civilizatia ceea ce in moldova sa scos din dictionar cuvantul CIVILIZATIE!,ABUSE
16838,copii lasati disputele astea [ORG]-[PERS] inainte de toate joaca [ORG]. [PERS] are ceva in plus fata de florentin cu toate ca sunt amandoi depasiti de nivelul la care se joaca la Euro.,OTHER
9221,"ptr flyflushter:
sa nu-ti para rau! daca te mai scremi putin poti sari si singur, zau! n-ai bloc la usa ca sa sari?! esti cumva din crevedia?",OTHER
23771,"Imi este mila de rapidisti ...
Ei vor performanta dar nu au cu cine,cand au un conducator care vrea sa ingroape echipa si interes la bani asta e
E pe fata , doar cine nu vrea sa inteleaga trece cu vederea ce se intampla acolo!!!
Oricum in [ORG] nu se va schimba nimic niciodata , doar antrenori , jucatori , patroni dar sistemul va ramane la fel 
Forta [ORG] (pe ei,pe mama lor)",OTHER
34399,Pentru prostime:votati iar hotii PSD-PC(R)ca sa v-o dea iar pe la bot securistul si sa-si umple buzunarele pe spinarea voastra...Este incredibila prostia acestei natii!,INSULT
34605,ploiestiul e cu voi ....Azi in [ORG] ...maine in toata tara.Sunt curios sambata la meci ce-o sa se intampla?,OTHER
44409,"si mi-e greata cum puteti inca unii dintre voi sa-l pupati in...pe acest hot nenorocit si rapandula de om hot de terenuri si nr 1 in aranjamente..sunteti...ca si el astia de il sustineti inca..niste nimicuri, il respect pe [PERS]..dar si el a cam luat pozitia capra in ghencea",INSULT
32663,@MACCARONE...halal atitudine...atitudine de puscariasi poate,INSULT
10262,bah clujene imi bag plm in mortiiii tai de ungur prost nu scapati viii din ghencea va rupem picioarele :)),ABUSE
37772,"Salut vreau si eu doua bilete la tribuna a II-a, ofer max 1 mil pe bucata, tel. 0723363630, multumesc",OTHER
23212,cine plm e carnatu asta umflat sa vb despre [PERS]????bine zis ....hotu striga hotii....in fine....hai [ORG] diseara....musetel puli...FORTZA [PERS],PROFANITY
40693,"[PERS]... ""noroc"" cu [ORG] [ORG] care nu a fost in stare sa bata pe [PERS]. Esti un mare prost... [ORG] [ORG] mananca bataie cu 10-0 de la toti.... umilinta europeana scrie pe [ORG] [ORG]...esti un mare prost [PERS]!",INSULT
23772,Prunea e un mare mare D O B I T O C!incidentele s-au produs datorita fanilor care ne-au facut de ras!![ORG] si [ORG] au facut cinste....[PERS] si [ORG]....pierd puncte pentru [ORG]!!!,INSULT
22134,"E clar ca n-a facut banii din arbitraj, insa stau si ma intreb daca facea banii din afaceri, de ce dracu se mai obosea cu arbitrajul si cu amaritul de barem de 100 de euro cit era acum 7-8 ani? poate sa raspunda cineva? sa fim seriosi, i-au iesit bani multi din arbitraj",OTHER
43614,[PERS]! ai mai economisit ceva bani cu [ORG]... Pierdeti maine si faci avere doar din economi!!!,OTHER
13976,"HAHAHHHHAHAHAAHAHAHAHAHAHHAHAHA..............................., DE MULT N-AM MAI AUZIT UN BANC ATAT DE BUN :D. SI DACA AR JUCA FIECARE CU REZERVELE, MAI MULT DE 0 PUNCTE NU FACEM.",OTHER
11803,proostul moare de drum lung si  [PERS] de grija [ORG]!,OTHER
25985,Prietene [PERS] tu chiar crezi ce scrii pe aici ? Pentru ca daca este asa iti pot recomanda un doctor psihiatru... Exista vreo intamplare pe lumea asta care sa nu fie o conspiratie impotriva [ORG]-ului ?,OTHER
25419,"[ORG] e peste toti si asta va supara, chestia cu mita e chiar comica, de cand dracu se cheama mita faptul ca dai bani la o echipa ca sa joace corect sa joace fotbal. la ce dracu ne-om uita daca toate echipela ar face blaturi?",PROFANITY
27133,ce kktzi sunteti ca nu se vede nimic. habar nu aveti sa faceti un broadcast. la pensie cu voi. lasati locul altora. it-isti de kkt.,INSULT
43069,clasamentul e facut in functie de rezultatele live mai ofticosule. ai draci? esti nervos? te calmezi maine ....:),PROFANITY
40441,toti imputitii si toti jegosii din [ORG] napoca sunt sepcile rosii...F0rtza [ORG],INSULT
